item_hrid,barcode,holdings_level_call_number,item_effective_call_number,item_level_call_number,location_name
it00033993870,3.12066E+14,HA201 1990m v.294B sec.1-2,HA201 1990m v.294B sec.1,HA201 1990m v.294B sec.1,UM W.E.B. Du Bois General Collections
it00034985989,3.12066E+14,Winokur 602-669,Winokur 622,Winokur 622,UM Special Collections
it00034327130,3.12066E+14,HA201 1890 v.1-3,HA201 1890 v.1,HA201 1890 v.1,UM W.E.B. Du Bois General Collections
it00034995501,3.12066E+14,Vega 166-169,Vega 168,Vega 168,UM Special Collections
it00033119192,3.12066E+14,RBR 1225-1226,RBR 1226,RBR 1226,UM Special Collections
it00035073324,3.12066E+14,NEA 632,NEA 632,NEA 632,UM Special Collections
it00035044624,3.12066E+14,Savas 1672-1743,Savas 1743,Savas 1743,UM Special Collections
it00033056225,3.12066E+14,"DK4020 .E45 v. 30, etc",DK4020 .E45 v. 51,DK4020 .E45 v. 51,UM W.E.B. Du Bois General Collections
it00035061560,3.12066E+14,NEA 592-612,NEA 592,NEA 592,UM Special Collections
it00034999012,3.12066E+14,Savas 1501-1638,Savas 1532,Savas 1532,UM Special Collections
it00034932422,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00032807128,3.12066E+14,RBR 1572-1575,RBR 1575,RBR 1575,UM Special Collections
it00034977309,3.12066E+14,Fraser 97-101,Fraser 98,Fraser 98,UM Special Collections
it00035100685,3.12066E+14,NEYM 1-14,NEYM Per 4,NEYM Per 4,UM Special Collections
it00032670322,3.12066E+14,RBR 1349-1361,RBR 1353,RBR 1353,UM Special Collections
it00033495330,3.12066E+14,"PT1101 .L5 Bd.305, etc",PT1101 .L5 Bd.305,PT1101 .L5 Bd.305,UM W.E.B. Du Bois General Collections
it00035008341,3.12066E+14,MS 369 Box 2:57-Box 3:76,MS 369 Box 2:62,MS 369 Box 2:62,UM Special Collections Archival
it00035057098,3.12066E+14,Fraser 506-511,Fraser 510,Fraser 510,UM Special Collections
it00034929820,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.37,HA201 1960 v.37,UM W.E.B. Du Bois General Collections
it00033998202,3.12066E+14,HA201 1990m v.292 sec.1-2,HA201 1990m v.292 sec-2,HA201 1990m v.292 sec-2,UM W.E.B. Du Bois General Collections
it00034825667,3.12066E+14,ML410 .V82 S78,ML410 .V82 S78,ML410 .V82 S78,UM W.E.B. Du Bois General Collections
it00033064475,3.12066E+14,ND237.S647 P65,ND237.S647 P65,ND237.S647 P65,UM W.E.B. Du Bois General Collections
it00033464417,3.12066E+14,ML410.C54 W26,ML410.C54 W26,ML410.C54 W26,UM W.E.B. Du Bois General Collections
it00035158748,3.12066E+14,M457.2.M375 S6 2014,M457.2.M375 S6 2014,M457.2.M375 S6 2014,UM Du Bois Reserves
it00034011266,3.12066E+14,HA201 1990m v.113B sec.1-5,HA201 1990m v.113B sec.3,HA201 1990m v.113B sec.3,UM W.E.B. Du Bois General Collections
it00033679075,3.12066E+14,NE1030 .H55 1935,NE1030 .H55 1935,NE1030 .H55 1935,UM W.E.B. Du Bois General Collections
it00032925509,3.12066E+14,RBR 1903-1939,RBR 1903,RBR 1903,UM Special Collections
it00033712013,3.12066E+14,ML410.B853 C37 1992,ML410.B853 C37 1992,ML410.B853 C37 1992,UM W.E.B. Du Bois General Collections
it00034926083,3.12066E+14,HA201 1940 v.58-61,HA201 1940 v.59,HA201 1940 v.59,UM W.E.B. Du Bois General Collections
it00033955290,3.12066E+14,HA201 1990b v.45 sec.1-2,HA201 1990b v.45 sec.2,HA201 1990b v.45 sec.2,UM W.E.B. Du Bois General Collections
it00033167293,3.12066E+14,NA737.V46 V46,NA737.V46 V46,NA737.V46 V46,UM W.E.B. Du Bois General Collections
it00035039158,3.12066E+14,RBR 1821-1892,RBR 1859,RBR 1859,UM Special Collections
it00034519548,3.12066E+14,HA201 1990d v.6 sec.1-4,HA201 1990d v.6 sec.3,HA201 1990d v.6 sec.3,UM W.E.B. Du Bois General Collections
it00034930951,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.164,HA201 1960 v.164,UM W.E.B. Du Bois General Collections
it00034002633,3.12066E+14,HA201 1990m v.215B sec.1-7,HA201 1990m v.215B sec.6,HA201 1990m v.215B sec.6,UM W.E.B. Du Bois General Collections
it00035102170,3.12066E+14,NEYM 1231-1286,NEYM 1260,NEYM 1260,UM Special Collections
it00035061258,3.12066E+14,"NEA 420-423, 429-430",NEA 421,NEA 421,UM Special Collections
it00035157730,653982-3490-UMA,ML5 .I55,ML5 .I55,ML5 .I55,UM W.E.B. Du Bois Periodicals
it00033617276,3.12066E+14,DP302.V15 A32 no. 41 etc,DP302.V15 A32 no.41,DP302.V15 A32 no.41,UM W.E.B. Du Bois General Collections
it00032681449,3.12066E+14,RBR 186-207,RBR 197,RBR 197,UM Special Collections
it00034981500,3.12066E+14,Winokur 464-465,Winokur 465,Winokur 465,UM Special Collections
it00033367706,3.12066E+14,"E51 .U6 no. 123-125, etc",E51 .U6 no. 123-125,E51 .U6 no. 123-125,UM W.E.B. Du Bois General Collections
it00035028447,3.12066E+14,Fraser 865-870,Fraser 868,Fraser 868,UM Special Collections
it00032933749,3.12066E+14,MT239.D63 C6,MT239.D63 C6,MT239.D63 C6,UM W.E.B. Du Bois General Collections
it00033713633,3.12066E+14,QA3 .L28,QA3 .L28 no. 321,QA3 .L28 no. 321,UM Science & Engineering Library
it00035023204,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 9:400,MS 369 Box 9:400,UM Special Collections Archival
it00034171472,3.12066E+14,MT271 .F5 1926,MT271 .F5 1926,MT271 .F5 1926,UM W.E.B. Du Bois General Collections
it00034983163,3.12066E+14,Winokur 454-461,Winokur 454,Winokur 454,UM Special Collections
it00033998417,3.12066E+14,HA201 1990m v.331 sec.1-4,HA201 1990m v.331 sec.2,HA201 1990m v.331 sec.2,UM W.E.B. Du Bois General Collections
it00033193606,3.12066E+14,ML410.B42 B41,ML410.B42 B41,ML410.B42 B41,UM W.E.B. Du Bois General Collections
it00034981523,3.12066E+14,Winokur 413-420,Winokur 415,Winokur 415,UM Special Collections
it00032703447,3.12066E+14,ML410 .S4 S35,ML410 .S4 S35,ML410 .S4 S35,UM W.E.B. Du Bois General Collections
it00032688883,3.12066E+14,NA12 .R6,NA12 .R6,NA12 .R6,UM W.E.B. Du Bois General Collections
it00034934205,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00034933398,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035100072,3.12066E+14,NEYM 1155-1195,NEYM 1162,NEYM 1162,UM Special Collections
it00035001736,3.12066E+14,RBR 1033-1035,RBR 1034,RBR 1034,UM Special Collections
it00035014857,3.12066E+14,Parker 14-16,Parker 14,Parker 14,UM Special Collections
it00035061526,3.12066E+14,"NEA 466-477, 562-569",NEA 472,NEA 472,UM Special Collections
it00035056255,3.12066E+14,Fraser 478-482,Fraser 482,Fraser 482,UM Special Collections
it00034780635,3.12066E+14,JQ2831 .P67 2005,JQ2831 .P67 2005,JQ2831 .P67 2005,UM W.E.B. Du Bois General Collections
it00034929894,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.74,HA201 1960 v.74,UM W.E.B. Du Bois General Collections
it00035016754,3.12066E+14,MS 369 Box 3:80-Box 4:99,MS 369 Box 3:88,MS 369 Box 3:88,UM Special Collections Archival
it00034932500,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034732021,3.12066E+14,HA201 1990w v.1C sec.1-3,HA201 1990w v.1C sec.2,HA201 1990w v.1C sec.2,UM W.E.B. Du Bois General Collections
it00035076859,3.12066E+14,RBR 1940-1944,RBR 1943,RBR 1943,UM Special Collections
it00033404340,3.12066E+14,ML410.S221 K5,ML410.S221 K5,ML410.S221 K5,UM W.E.B. Du Bois General Collections
it00033301589,3.12066E+14,PQ2489 1927 v. 48-49,PQ2489 1927,PQ2489 1927,UM W.E.B. Du Bois General Collections
it00034996156,3.12066E+14,Savas 1277-1295,Savas 1278,Savas 1278,UM Special Collections
it00034984117,3.12066E+14,Savas 605-609,Savas 609,Savas 609,UM Special Collections
it00035049598,3.12066E+14,Fraser 602-619,Fraser 603,Fraser 603,UM Special Collections
it00033506084,3.12066E+14,NK9204 .S2413 1983,NK9204 .S2413 1983,NK9204 .S2413 1983,UM W.E.B. Du Bois General Collections
it00032823351,3.12066E+14,N5610 .B73,N5610 .B73,N5610 .B73,UM W.E.B. Du Bois General Collections
it00035100268,3.12066E+14,NEYM Pam 5-Pam 6,NEYM Pam 6,NEYM Pam 6,UM Special Collections
it00032748703,329755-1050-UMA,NA9000 .U7,NA9000 .U7,NA9000 .U7,UM W.E.B. Du Bois General Collections
it00033713145,3.12066E+14,PN3433.4 .E53 1993,PN3433.4 .E53 1993,PN3433.4 .E53 1993,UM W.E.B. Du Bois General Collections
it00034933592,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
